zip,lat,long,city,state,county
90403,34.028658,-118.49241,Santa Monica,CA,
90404,34.026828,-118.4733,Santa Monica,CA,
90405,34.01001,-118.471708,Santa Monica,CA,
90501,33.826817,-118.31183,Torrance,CA,
90502,33.828555,-118.292039,Torrance,CA,
90503,33.839709,-118.354236,Torrance,CA,
90504,33.870815,-118.329517,Torrance,CA,
90505,33.810635,-118.350733,Torrance,CA,
90506,33.885367,-118.329543,Torrance,CA,
90601,34.001119,-118.037139,Whittier,CA,
90602,33.96931,-118.033703,Whittier,CA,
90603,33.943199,-117.992685,Whittier,CA,
90604,33.929931,-118.012075,Whittier,CA,
90605,33.941338,-118.035568,Whittier,CA,
90606,33.977019,-118.065639,Los Nietos,CA,
90620,33.840607,-118.011359,Buena Park,CA,
90621,33.873136,-117.994257,Buena Park,CA,
90623,33.849017,-118.040618,Cerritos,CA,
90630,33.818613,-118.038696,Cypress,CA,
90631,33.932173,-117.949703,La Habra Heights,CA,
90638,33.906681,-118.010081,La Mirada,CA,
90640,34.013342,-118.112986,Montebello,CA,
90650,33.90564,-118.081767,Norwalk,CA,
90660,33.98857,-118.088269,Pico Rivera,CA,
90670,33.946407,-118.083801,Santa Fe Springs,CA,
90680,33.803029,-117.994709,Stanton,CA,
90701,33.866568,-118.068046,Cerritos,CA,
90704,33.331963,-118.343706,Avalon,CA,
90706,33.886676,-118.126527,Bellflower,CA,
90710,33.797006,-118.299114,Harbor City,CA,
90712,33.851201,-118.145727,Lakewood,CA,
90713,33.847302,-118.111464,Lakewood,CA,
90715,33.840453,-118.076707,Lakewood,CA,
90716,33.82958,-118.072964,Hawaiian Gardens,CA,
90717,33.793339,-118.31693,Rancho Palos Ver,CA,
90720,33.795291,-118.069891,Rossmoor,CA,
90723,33.896867,-118.163152,Paramount,CA,
90731,33.733894,-118.291425,San Pedro,CA,
90732,33.744947,-118.310597,Rancho Palos Ver,CA,
90740,33.760971,-118.08428,Seal Beach,CA,
90744,33.785475,-118.264451,Wilmington,CA,
90745,33.822968,-118.268352,Carson,CA,
90746,33.858444,-118.255449,Carson,CA,
90802,33.770553,-118.182025,Long Beach,CA,
90803,33.761932,-118.134073,Long Beach,CA,
90804,33.782993,-118.155187,Signal Hill,CA,
90805,33.863457,-118.180102,Long Beach,CA,
90806,33.799319,-118.187443,Signal Hill,CA,
90807,33.830712,-118.18092,Signal Hill,CA,
90808,33.824145,-118.110299,Long Beach,CA,
90810,33.810985,-118.215006,Carson,CA,
90813,33.78202,-118.183488,Long Beach,CA,
90814,33.771576,-118.147988,Long Beach,CA,
90815,33.793908,-118.119249,Long Beach,CA,
90822,33.744415,-118.239257,Long Beach,CA,
91001,34.191187,-118.13919,Altadena,CA,
91006,34.132389,-118.026374,Arcadia,CA,
91007,34.124271,-118.051483,Arcadia,CA,
91010,34.137445,-117.967005,Bradbury,CA,
91011,34.209282,-118.199008,Flintridge,CA,
91016,34.143959,-118.001376,Monrovia,CA,
91020,34.211425,-118.230529,Montrose,CA,
91024,34.165101,-118.051916,Sierra Madre,CA,
91030,34.110939,-118.154696,South Pasadena,CA,
91040,34.261025,-118.321359,Shadow Hills,CA,
91042,34.254389,-118.284856,Tujunga,CA,
91101,34.146762,-118.139119,Pasadena,CA,
91103,34.166906,-118.155119,Pasadena,CA,
91104,34.167776,-118.12609,Pasadena,CA,
91105,34.135455,-118.163577,Pasadena,CA,
91106,34.143527,-118.126647,Pasadena,CA,
91107,34.150997,-118.088905,Pasadena,CA,
91108,34.120698,-118.111745,San Marino,CA,
91201,34.171606,-118.289892,Glendale,CA,
91202,34.165235,-118.265649,Glendale,CA,
91203,34.151718,-118.263614,Glendale,CA,
91204,34.137871,-118.259947,Glendale,CA,
91205,34.137798,-118.24245,Glendale,CA,
91206,34.155605,-118.232217,Glendale,CA,
91207,34.164856,-118.245086,Glendale,CA,
91208,34.19212,-118.234966,Glendale,CA,
91214,34.231619,-118.245687,La Crescenta,CA,
91301,34.157163,-118.75718,Oak Park,CA,
91302,34.141854,-118.664103,Calabasas,CA,
91303,34.199257,-118.59828,Canoga Park,CA,
91304,34.219671,-118.611059,Canoga Park,CA,
91306,34.2092,-118.57492,Winnetka,CA,
91307,34.196343,-118.638892,West Hills,CA,
91311,34.258253,-118.591357,Chatsworth,CA,
91316,34.165479,-118.517542,Encino,CA,
91320,34.177393,-118.935798,Newbury Park,CA,
91321,34.379519,-118.523005,Newhall,CA,
91324,34.236743,-118.546595,Northridge,CA,
91325,34.235332,-118.51884,Northridge,CA,
91326,34.274191,-118.541235,Porter Ranch,CA,
91330,34.23805,-118.528634,California State,CA,
91331,34.258081,-118.420692,Arleta,CA,
91335,34.200663,-118.539071,Reseda,CA,
91340,34.287509,-118.435242,San Fernando,CA,
91342,34.30538,-118.432181,Sylmar,CA,
91343,34.236636,-118.47582,North Hills,CA,
91344,34.277068,-118.4992,Granada Hills,CA,
91345,34.261873,-118.458659,Mission Hills,CA,
91350,34.459742,-118.488955,Agua Dulce,CA,
91351,34.426203,-118.449011,Canyon Country,CA,
91352,34.220907,-118.369853,Sun Valley,CA,
91354,34.446608,-118.537437,Valencia,CA,
91355,34.398456,-118.55352,Valencia,CA,
91356,34.16708,-118.541354,Tarzana,CA,
91360,34.209179,-118.873908,Thousand Oaks,CA,
91361,34.147233,-118.83832,Westlake Village,CA,
91362,34.191884,-118.830601,Westlake Village,CA,
91364,34.155652,-118.600019,Woodland Hills,CA,
91367,34.176689,-118.615891,Woodland Hills,CA,
91381,34.381067,-118.582134,Newhall,CA,
91384,34.482695,-118.62537,Castaic,CA,
91401,34.180152,-118.432375,Van Nuys,CA,
91402,34.226158,-118.447009,Panorama City,CA,
91403,34.151407,-118.460325,Sherman Oaks,CA,
91405,34.200068,-118.445636,Van Nuys,CA,
91406,34.200568,-118.486821,Van Nuys,CA,
91411,34.178133,-118.457396,Van Nuys,CA,
91423,34.152565,-118.432208,Sherman Oaks,CA,
91436,34.15098,-118.488238,Encino,CA,
91501,34.186238,-118.300898,Burbank,CA,
91502,34.174487,-118.305912,Burbank,CA,
91504,34.200097,-118.326401,Burbank,CA,
91505,34.168998,-118.344175,Burbank,CA,
91506,34.171746,-118.323148,Burbank,CA,
91601,34.16867,-118.371274,North Hollywood,CA,
91602,34.151095,-118.367606,Toluca Lake,CA,
91604,34.143025,-118.391311,Studio City,CA,
91605,34.205747,-118.400069,North Hollywood,CA,
91606,34.187182,-118.386538,North Hollywood,CA,
91607,34.167217,-118.398905,Valley Village,CA,
91701,34.133922,-117.599149,Alta Loma,CA,
91702,34.12476,-117.903083,Azusa,CA,
91706,34.084245,-117.969539,Irwindale,CA,
91709,33.979735,-117.730791,Chino Hills,CA,
91710,34.012532,-117.684401,Chino,CA,
91711,34.109167,-117.718293,Claremont,CA,
91719,33.861839,-117.531916,Corona,CA,
91720,33.876995,-117.594288,Corona,CA,
91722,34.097162,-117.906544,Covina,CA,
91723,34.08596,-117.884285,Covina,CA,
91724,34.093752,-117.855982,Covina,CA,
91730,34.107039,-117.59408,Rancho Cucamonga,CA,
91731,34.079142,-118.037108,El Monte,CA,
91732,34.070533,-118.01492,El Monte,CA,
91733,34.055676,-118.044381,South El Monte,CA,
91737,34.144883,-117.579295,Alta Loma,CA,
91739,34.119873,-117.519329,Etiwanda,CA,
91740,34.128663,-117.855155,Glendora,CA,
91744,34.029428,-117.934098,Industry,CA,
91745,33.997741,-117.965205,Hacienda Heights,CA,
91746,34.050963,-117.980026,Bassett,CA,
91748,33.981777,-117.896946,Rowland Heights,CA,
91750,34.115905,-117.77077,La Verne,CA,
91752,33.993845,-117.523574,Mira Loma,CA,
91754,34.053409,-118.127144,Monterey Park,CA,
91759,34.218082,-117.580219,Mt Baldy,CA,
91760,33.927983,-117.557866,Norco,CA,
91761,34.031647,-117.618662,Ontario,CA,
91762,34.058415,-117.66647,Ontario,CA,
91763,34.073298,-117.698669,Montclair,CA,
91764,34.076308,-117.625402,Ontario,CA,
91765,34.006585,-117.809822,Diamond Bar,CA,
91766,34.043268,-117.752086,Phillips Ranch,CA,
91767,34.081187,-117.736171,Pomona,CA,
91768,34.066168,-117.776312,Pomona,CA,
91770,34.065767,-118.08529,Rosemead,CA,
91773,34.102263,-117.81694,San Dimas,CA,
91775,34.115486,-118.085658,San Gabriel,CA,
91776,34.089027,-118.095471,San Gabriel,CA,
91780,34.101586,-118.053652,Temple City,CA,
91786,34.114432,-117.658336,Upland,CA,
91789,34.016625,-117.857828,Diamond Bar,CA,
91790,34.067336,-117.936643,West Covina,CA,
91791,34.065267,-117.897767,West Covina,CA,
91792,34.022852,-117.897459,West Covina,CA,
91801,34.091436,-118.129288,Alhambra,CA,
91803,34.074514,-118.143354,Alhambra,CA,
91901,32.828161,-116.754328,Alpine,CA,
91902,32.667143,-117.022065,Bonita,CA,
91905,32.671934,-116.319982,Boulevard,CA,
91906,32.660491,-116.490459,Campo,CA,
91910,32.637139,-117.06756,Chula Vista,CA,
91911,32.608428,-117.056459,Chula Vista,CA,
91913,32.651296,-116.985237,Chula Vista,CA,
91914,32.65875,-116.96517,Chula Vista,CA,
91915,32.631513,-116.940807,Chula Vista,CA,
91916,32.872971,-116.602732,Descanso,CA,
91917,32.615172,-116.728523,Dulzura,CA,
91932,32.578289,-117.11478,Imperial Beach,CA,
91934,32.624934,-116.195184,Jacumba,CA,
91935,32.716289,-116.832332,Jamul,CA,
91941,32.760431,-117.011541,La Mesa,CA,
91942,32.783506,-117.018879,La Mesa,CA,
91945,32.73323,-117.032646,Lemon Grove,CA,
91950,32.674916,-117.089747,National City,CA,
91962,32.835047,-116.512733,Pine Valley,CA,
91963,32.620477,-116.603748,Potrero,CA,
91977,32.724014,-116.997644,Spring Valley,CA,
91978,32.732892,-116.959551,Spring Valley,CA,
91980,32.592205,-116.606397,Tecate,CA,
92003,33.294033,-117.18969,Bonsall,CA,
92004,33.238649,-116.351394,Borrego Springs,CA,
92007,33.025265,-117.274371,Cardiff By The S,CA,
92008,33.160241,-117.324998,Carlsbad,CA,
92009,33.095407,-117.261888,Carlsbad,CA,
92014,32.971474,-117.237314,Del Mar,CA,
92019,32.777726,-116.919055,El Cajon,CA,
92020,32.792765,-116.966504,El Cajon,CA,
92021,32.817847,-116.922336,El Cajon,CA,
92024,33.053469,-117.26891,Encinitas,CA,
92025,33.110117,-117.069987,Escondido,CA,
92026,33.160513,-117.097808,Escondido,CA,
92027,33.138824,-117.051966,Escondido,CA,
92028,33.369015,-117.228952,Fallbrook,CA,
92029,33.089497,-117.112793,Escondido,CA,
92036,33.053355,-116.565812,Julian,CA,
92037,32.845488,-117.25208,La Jolla,CA,
92040,32.856181,-116.920089,Lakeside,CA,
92054,33.20723,-117.357294,Oceanside,CA,
92055,33.327929,-117.409452,Marine Corp Base,CA,
92056,33.196784,-117.283089,Oceanside,CA,
92057,33.240654,-117.302484,Oceanside,CA,
92059,33.377662,-117.071725,Pala,CA,
92061,33.306285,-116.959552,Pauma Valley,CA,
92064,32.975619,-117.040223,Poway,CA,
92065,33.029349,-116.853548,Ramona,CA,
92066,33.24055,-116.539121,Ranchita,CA,
92068,33.294367,-117.306403,San Luis Rey,CA,
92069,33.144386,-117.169716,San Marcos,CA,
92070,33.147579,-116.69635,Santa Ysabel,CA,
92071,32.848636,-116.986154,Santee,CA,
92075,32.993739,-117.2598,Solana Beach,CA,
92082,33.249046,-117.012232,Valley Center,CA,
92083,33.187296,-117.245854,Vista,CA,
92084,33.213118,-117.224285,Vista,CA,
92086,33.303666,-116.721385,Warner Springs,CA,
92101,32.71852,-117.159316,San Diego,CA,
92102,32.713893,-117.121858,San Diego,CA,
92103,32.746638,-117.163552,San Diego,CA,
92104,32.745425,-117.127189,San Diego,CA,
92105,32.7423,-117.094681,San Diego,CA,
92106,32.72725,-117.226829,San Diego,CA,
92107,32.742531,-117.243307,San Diego,CA,
92108,32.778327,-117.133525,San Diego,CA,
92109,32.796923,-117.240534,San Diego,CA,
92110,32.763476,-117.202847,San Diego,CA,
92111,32.797185,-117.17081,San Diego,CA,
92113,32.697047,-117.115257,San Diego,CA,
92114,32.705923,-117.05235,San Diego,CA,
92115,32.760742,-117.072056,San Diego,CA,
92116,32.762446,-117.124166,San Diego,CA,
92117,32.823948,-117.196536,San Diego,CA,
92118,32.68069,-117.169823,Coronado,CA,
92119,32.803587,-117.026065,San Diego,CA,
92120,32.79581,-117.070708,San Diego,CA,
92121,32.891894,-117.203503,San Diego,CA,
92122,32.857736,-117.211507,San Diego,CA,
92123,32.797297,-117.139248,San Diego,CA,
92124,32.820113,-117.098613,San Diego,CA,
92126,32.916136,-117.140227,San Diego,CA,
92127,33.027854,-117.085596,San Diego,CA,
92128,33.00666,-117.068982,San Diego,CA,
92129,32.965185,-117.121308,San Diego,CA,
92130,32.955533,-117.225201,San Diego,CA,
92131,32.912343,-117.089758,San Diego,CA,
92135,32.702482,-117.19202,San Diego,CA,
92136,32.681585,-117.124678,San Diego,CA,
92139,32.680612,-117.047375,San Diego,CA,
92145,32.870365,-117.116518,San Diego,CA,
92154,32.575276,-117.070725,San Diego,CA,
92155,32.676144,-117.160335,San Diego,CA,
92173,32.562567,-117.042976,San Ysidro,CA,
92201,33.721899,-116.235729,Chiriaco Summit,CA,
92210,33.716334,-116.338129,Indian Wells,CA,
92220,33.92816,-116.889928,Banning,CA,
92223,33.950429,-116.970079,Beaumont,CA,
92225,33.605715,-114.597131,Lost Lake,CA,
92227,32.979181,-115.529613,Brawley,CA,
92230,33.908583,-116.773948,Cabazon,CA,
92231,32.683227,-115.502815,Calexico,CA,
92233,33.166956,-115.511402,Calipatria,CA,
92234,33.809839,-116.466497,Cathedral City,CA,
92236,33.674965,-116.177231,Coachella,CA,
92239,33.604941,-115.052603,Eagle Mountain,CA,
92240,33.904973,-116.366222,Desert Hot Sprin,CA,
92242,34.149142,-114.33928,Big River,CA,
92243,32.789332,-115.566508,El Centro,CA,
92249,32.698918,-115.428281,Heber,CA,
92250,32.810387,-115.377456,Holtville,CA,
92251,32.846954,-115.572984,Imperial,CA,
92252,34.150163,-116.303763,Joshua Tree,CA,
92253,33.668474,-116.308081,La Quinta,CA,
92256,34.060646,-116.565641,Morongo Valley,CA,
92257,33.378373,-115.696455,Niland,CA,
92260,33.730842,-116.366442,Palm City,CA,
92262,33.841406,-116.53466,Palm Springs,CA,
92264,33.801828,-116.516958,Palm Springs,CA,
92267,34.297977,-114.155969,Parker Dam,CA,
92270,33.764284,-116.422451,Rancho Mirage,CA,
92272,33.951256,-116.495855,Blythe,CA,
92274,33.543418,-116.11584,Salton City,CA,
92276,33.808158,-116.371305,Thousand Palms,CA,
92277,34.145509,-116.060133,Twentynine Palms,CA,
92278,34.237969,-116.06041,Twentynine Palms,CA,
92280,34.156109,-114.565602,Vidal,CA,
92281,33.041058,-115.630723,Westmorland,CA,
92282,33.927591,-116.693154,White Water,CA,
92283,32.832922,-114.636634,Felicity,CA,
92284,34.155936,-116.431313,Yucca Valley,CA,
92301,34.584128,-117.424189,Adelanto,CA,
92304,34.599012,-115.774907,Amboy,CA,
92305,34.153149,-116.948482,Angelus Oaks,CA,
92307,34.529081,-117.2132,Apple Valley,CA,
92308,34.469814,-117.192684,Apple Valley,CA,
92309,35.360573,-116.063754,Baker,CA,
92310,35.40148,-116.644759,Fort Irwin,CA,
92311,34.89145,-117.038702,Barstow,CA,
92314,34.242233,-116.920412,Big Bear City,CA,
92316,34.066198,-117.399295,Bloomington,CA,
92320,33.994586,-117.04304,Calimesa,CA,
92324,34.057964,-117.318577,Grand Terrace,CA,
92327,34.86677,-116.887555,Daggett,CA,
92328,36.467165,-116.893682,Death Valley,CA,
92332,34.560626,-115.280344,Essex,CA,
92335,34.079351,-117.455114,Fontana,CA,
92336,34.117276,-117.437759,Fontana,CA,
92338,34.901779,-116.386202,Ludlow,CA,
92339,34.08805,-116.914147,Forest Falls,CA,
92342,34.749859,-117.33666,Helendale,CA,
92345,34.422215,-117.302527,Hesperia,CA,
92346,34.126969,-117.208717,East Highland,CA,
92347,34.92788,-117.180867,Hinkley,CA,
92351,34.9678,-115.577574,Kelso,CA,
92354,34.052833,-117.251286,Loma Linda,CA,
92356,34.44695,-116.918857,Lucerne Valley,CA,
92358,34.255755,-117.518613,Lytle Creek,CA,
92359,34.077372,-117.112581,Mentone,CA,
92363,34.782369,-114.587134,Needles,CA,
92364,35.46761,-115.481436,Nipton,CA,
92365,34.885001,-116.746373,Newberry Springs,CA,
92368,34.617832,-117.332733,Oro Grande,CA,
92371,34.444901,-117.519604,Phelan,CA,
92372,34.442937,-117.640262,Pinon Hills,CA,
92373,34.039659,-117.180352,Redlands,CA,
92374,34.064989,-117.167182,Redlands,CA,
92376,34.113155,-117.377133,Rialto,CA,
92384,35.899239,-116.264476,Shoshone,CA,
92389,35.897925,-115.829824,Tecopa,CA,
92392,34.503917,-117.319235,Spring Valley La,CA,
92394,34.577325,-117.363516,George Afb,CA,
92397,34.362839,-117.6249,Wrightwood,CA,
92399,34.028197,-117.048925,Yucaipa,CA,
92401,34.110521,-117.289753,San Bernardino,CA,
92404,34.142577,-117.260572,San Bernardino,CA,
92405,34.144101,-117.310765,Muscoy,CA,
92407,34.20928,-117.293697,San Bernardino,CA,
92408,34.083127,-117.271059,San Bernardino,CA,
92409,34.103685,-117.241291,San Bernardino,CA,
92410,34.107729,-117.296789,San Bernardino,CA,
92411,34.121414,-117.317158,San Bernardino,CA,
92501,33.9924,-117.369421,Riverside,CA,
92503,33.920808,-117.458862,Riverside,CA,
92504,33.931458,-117.411948,Riverside,CA,
92505,33.922769,-117.486687,Riverside,CA,
92506,33.945485,-117.375696,Riverside,CA,
92507,33.976086,-117.338874,Riverside,CA,
92508,33.889676,-117.304264,Riverside,CA,
92509,33.997355,-117.444896,Rubidoux,CA,
92530,33.659816,-117.348535,Lake Elsinore,CA,
92532,33.651662,-117.271278,Lake Elsinore,CA,
92536,33.447306,-116.799693,Aguanga,CA,
92539,33.568812,-116.71355,Anza,CA,
92543,33.741613,-116.972974,Hemet,CA,
92544,33.738978,-116.924306,Hemet,CA,
92545,33.739857,-117.015078,Hemet,CA,
92548,33.74528,-117.111845,Homeland,CA,
92549,33.730433,-116.710665,Idyllwild,CA,
92553,33.915719,-117.235066,Moreno Valley,CA,
92555,33.937659,-117.185105,Moreno Valley,CA,
92557,33.955257,-117.245682,Moreno Valley,CA,
92561,33.531667,-116.581954,Mountain Center,CA,
92562,33.563071,-117.273838,Murrieta,CA,
92563,33.56903,-117.178298,Murrieta,CA,
92567,33.807712,-117.118704,Lakeview,CA,
92570,33.797535,-117.280005,Mead Valley,CA,
92571,33.810979,-117.217968,Perris,CA,
92582,33.788281,-116.981911,San Jacinto,CA,
92583,33.78604,-116.955201,Gilman Hot Sprin,CA,
92584,33.664744,-117.1743,Menifee,CA,
92585,33.744518,-117.171899,Romoland,CA,
92586,33.704373,-117.196942,Sun City,CA,
92587,33.688756,-117.252653,Canyon Lake,CA,
92590,33.490269,-117.182437,Temecula,CA,
92591,33.521687,-117.128571,Temecula,CA,
92592,33.498314,-117.095774,Temecula,CA,
92595,33.602115,-117.263953,Wildomar,CA,
92596,33.624269,-117.088518,Winchester,CA,
92610,33.666822,-117.664995,Foothill Ranch,CA,
92621,33.922897,-117.886742,Brea,CA,
92624,33.459115,-117.662657,Capistrano Beach,CA,
92625,33.602066,-117.874331,Corona Del Mar,CA,
92626,33.677711,-117.909623,Costa Mesa,CA,
92627,33.647793,-117.917667,Costa Mesa,CA,
92629,33.476964,-117.700483,Monarch Bay,CA,
92630,33.640015,-117.68819,Lake Forest,CA,
92631,33.880519,-117.89157,Fullerton,CA,
92632,33.865848,-117.928376,Fullerton,CA,
92633,33.873913,-117.961043,Fullerton,CA,
92635,33.901181,-117.927801,Fullerton,CA,
92640,33.785826,-117.92906,Garden Grove,CA,
92641,33.786651,-117.975526,Garden Grove,CA,
92643,33.762641,-117.930193,Garden Grove,CA,
92644,33.765532,-117.96935,Garden Grove,CA,
92645,33.78324,-118.02639,Garden Grove,CA,
92646,33.668448,-117.967771,Huntington Beach,CA,
92647,33.721018,-118.003035,Huntington Beach,CA,
92648,33.674577,-117.999012,Huntington Beach,CA,
92649,33.719111,-118.045142,Huntington Beach,CA,
92651,33.542927,-117.772351,Laguna Niguel,CA,
92653,33.60028,-117.70854,Laguna Hills,CA,
92655,33.744794,-117.983539,Midway City,CA,
92656,33.572367,-117.708906,Aliso Viejo,CA,
92657,33.596382,-117.855317,Newport Beach,CA,
92660,33.630027,-117.8757,Newport Beach,CA,
92661,33.604429,-117.906237,Newport Beach,CA,
92662,33.606459,-117.891732,Newport Beach,CA,
92663,33.623084,-117.92788,Newport Beach,CA,
92665,33.83096,-117.844903,Orange,CA,
92666,33.785258,-117.845461,Orange,CA,
92667,33.81036,-117.828421,Villa Park,CA,
92668,33.786481,-117.87532,Orange,CA,
92669,33.791672,-117.800285,Orange,CA,
92670,33.880323,-117.859837,Placentia,CA,
92672,33.430809,-117.610139,San Clemente,CA,
92675,33.511714,-117.657409,Mission Viejo,CA,
92677,33.522871,-117.705154,Laguna Niguel,CA,
92679,33.634576,-117.577709,Coto De Caza,CA,
92680,33.73713,-117.819193,Tustin,CA,
92683,33.752756,-117.991312,Westminster,CA,
92686,33.888361,-117.799619,Yorba Linda,CA,
92687,33.88238,-117.731162,Yorba Linda,CA,
92688,33.651822,-117.588388,Rancho Santa Mar,CA,
92691,33.617155,-117.664119,Mission Viejo,CA,
92692,33.610872,-117.64245,Mission Viejo,CA,
92701,33.75016,-117.857665,Santa Ana,CA,
92703,33.746613,-117.899589,Santa Ana,CA,
92704,33.726513,-117.904683,Santa Ana,CA,
92705,33.74866,-117.768902,Cowan Heights,CA,
92706,33.764434,-117.881791,Santa Ana,CA,
92707,33.715938,-117.870346,Santa Ana Height,CA,
92708,33.710762,-117.952318,Fountain Valley,CA,
92709,33.681287,-117.715018,El Toro Marine C,CA,
92714,33.68764,-117.798928,Irvine,CA,
92715,33.650884,-117.821251,Irvine,CA,
92718,33.658179,-117.711476,Irvine,CA,
92720,33.707495,-117.765533,Irvine,CA,
92801,33.842679,-117.954035,Anaheim,CA,
92802,33.806909,-117.92219,Anaheim,CA,
92804,33.81908,-117.974985,Anaheim,CA,
92805,33.835332,-117.906263,Anaheim,CA,
92806,33.837344,-117.875928,Anaheim,CA,
92807,33.851583,-117.787657,Anaheim,CA,
92808,33.857569,-117.748445,Anaheim,CA,
93001,34.290531,-119.28882,San Buenaventura,CA,
93003,34.270568,-119.2214,San Buenaventura,CA,
93004,34.278091,-119.168727,San Buenaventura,CA,
93010,34.231328,-119.046361,Camarillo,CA,
93012,34.22179,-118.986648,Camarillo,CA,
93013,34.403589,-119.518257,Carpinteria,CA,
93015,34.402557,-118.904071,Bardsdale,CA,
93021,34.278421,-118.877139,Moorpark,CA,
93022,34.402021,-119.298168,Oak View,CA,
93023,34.44512,-119.256477,Ojai,CA,
93030,34.214142,-119.174952,Oxnard,CA,
93033,34.168505,-119.171732,Oxnard,CA,
93035,34.182177,-119.215975,Oxnard,CA,
93041,34.162572,-119.197317,Port Hueneme,CA,
93042,34.123432,-119.09931,Point Mugu Nawc,CA,
93043,34.16212,-119.206008,Port Hueneme Cbc,CA,
93060,34.354718,-119.071328,Santa Paula,CA,
93063,34.279202,-118.699229,Santa Susana,CA,
93065,34.265589,-118.765349,Simi Valley,CA,
93066,34.279753,-119.011537,Somis,CA,
93067,34.424541,-119.596016,Summerland,CA,
93101,34.419668,-119.70782,Santa Barbara,CA,
93103,34.429065,-119.683275,Santa Barbara,CA,
93105,34.436915,-119.728538,Santa Barbara,CA,
93108,34.434258,-119.64255,Montecito,CA,
93109,34.403848,-119.7194,Santa Barbara,CA,
93110,34.441814,-119.764668,Santa Barbara,CA,
93111,34.445262,-119.802509,Santa Barbara,CA,
93117,34.429631,-119.861245,Goleta,CA,
93202,36.309459,-119.705279,Armona,CA,
93203,35.196629,-118.8336,Arvin,CA,
93204,35.987667,-120.122716,Avenal,CA,
93205,35.587046,-118.484656,Bodfish,CA,
93206,35.403268,-119.465926,Buttonwillow,CA,
93207,35.892422,-118.646317,California Hot S,CA,
93210,36.162435,-120.348928,Coalinga,CA,
93212,36.086455,-119.560665,Corcoran,CA,
93214,34.933694,-119.661339,Cuyama,CA,
93215,35.771511,-119.24594,Delano,CA,
93217,35.247604,-118.846755,Di Giorgio,CA,
93219,35.854195,-119.253406,Earlimart,CA,
93221,36.304055,-119.12928,Exeter,CA,
93223,36.300169,-119.205357,Farmersville,CA,
93224,35.202579,-119.564757,Fellows,CA,
93225,34.826463,-119.035488,Frazier Park,CA,
93226,35.737677,-118.71693,Glennville,CA,
93230,36.331419,-119.649094,Hanford,CA,
93234,36.237144,-120.101964,Huron,CA,
93235,36.385622,-119.218884,Ivanhoe,CA,
93238,35.755005,-118.404723,Kernville,CA,
93239,36.021501,-119.964361,Kettleman City,CA,
93240,35.617889,-118.441256,Mountain Mesa,CA,
93241,35.257059,-118.912419,Lamont,CA,
93242,36.437834,-119.715565,Laton,CA,
93243,34.828862,-118.879126,Gorman,CA,
93244,36.396084,-119.004986,Lemoncove,CA,
93245,36.309535,-119.831017,Lemoore Naval Ai,CA,
93247,36.209551,-119.088427,Lindsay,CA,
93249,35.613111,-119.721573,Lost Hills,CA,
93250,35.675779,-119.227156,Mc Farland,CA,
93251,35.303097,-119.636627,Mc Kittrick,CA,
93252,35.038353,-119.407661,Maricopa,CA,
93254,34.996709,-119.823806,New Cuyama,CA,
93255,35.713584,-118.190227,Onyx,CA,
93256,35.955286,-119.256427,Pixley,CA,
93257,36.068636,-119.031549,Porterville,CA,
93260,35.813496,-118.664286,Posey,CA,
93262,36.573878,-118.772271,Giant Forest,CA,
93263,35.496994,-119.280075,Shafter,CA,
93265,36.136314,-118.796059,Springville,CA,
93266,36.178976,-119.823564,Stratford,CA,
93267,36.147237,-119.079163,Strathmore,CA,
93268,35.148164,-119.455674,Taft,CA,
93270,35.95698,-119.031239,Terra Bella,CA,
93271,36.437686,-118.88754,Three Rivers,CA,
93272,36.054567,-119.30781,Tipton,CA,
93274,36.202155,-119.33802,Tulare,CA,
93276,35.288547,-119.341994,Tupman,CA,
93277,36.311379,-119.306471,Visalia,CA,
93280,35.593375,-119.344728,Pond,CA,
93283,35.639076,-118.285856,Weldon,CA,
93285,35.724556,-118.455877,Wofford Heights,CA,
93286,36.431334,-119.091764,Woodlake,CA,
93287,35.70681,-118.843872,Woody,CA,
93291,36.355108,-119.301029,Visalia,CA,
93301,35.386611,-119.017063,Bakersfield,CA,
93304,35.339581,-119.021793,Bakersfield,CA,
93305,35.387772,-118.982042,College Heights,CA,
93306,35.386697,-118.939104,Bakersfield,CA,
93307,35.327484,-118.983851,Bakersfield,CA,
93308,35.424395,-119.043319,Bakersfield,CA,
93309,35.33839,-119.062713,Bakersfield,CA,
93311,35.303891,-119.105647,Bakersfield,CA,
93312,35.382082,-119.15014,Greenacres,CA,
93313,35.297391,-119.050936,Bakersfield,CA,
93401,35.263453,-120.650933,San Luis Obispo,CA,
93402,35.317203,-120.833261,Los Osos,CA,
93405,35.290058,-120.681724,San Luis Obispo,CA,
93420,35.11449,-120.57289,Halcyon,CA,
93422,35.475439,-120.663838,Atascadero,CA,
93426,35.809255,-120.972793,Bradley,CA,
93427,34.62093,-120.192233,Buellton,CA,
93428,35.556568,-121.084029,Cambria,CA,
93430,35.444606,-120.890791,Cayucos,CA,
93431,35.543847,-120.194827,Cholame,CA,
93432,35.491543,-120.554238,Creston,CA,
93433,35.120969,-120.617348,Grover Beach,CA,
93434,34.959989,-120.570329,Guadalupe,CA,
93436,34.658349,-120.450605,Lompoc,CA,
93437,34.753215,-120.517096,Lompoc,CA,
